form_record_id,Bear #,Capture ID,WGI ID,Species,Sex,Age Estimate,Tooth Age,Weight (kg),Bear Photo,Capture Reason,Date and Time,Surveyors,Location (address),Location (latitude),Location (longitude),Location,Location comments,Capture Type,Drug Used,Total Volume (ml),ZT Dose (mg),ZT Dose missed (mg),Drug Comments,Other Bears at Site?,Site Comments,Trap Wounds?,Trap Wound Comments,Other Wounds?,Other Wound Comments,Collar Brand,Collar Color,Collar Frequency,Collar Number,Freq & Number Picture,Rot off comments,Blow off pre-programmed?,Expected blow/rot off date,Rot off photo,L Ear Tag #,L Ear Tag Color,R Ear Tag #,R Ear Tag Color,Tag Picture,Neck Size,Snout to Vent Length (natural contours),Snout to Vent Length (straight line),Zoo Length,Chest Girth,Zygomatic Width,Nipples used before?,Lactating?,Nipple Length,Nipple Diameter,Missing Toes?,Teeth Photos,Bear Comments,Percent Body Fat (grizzly only),SV Resistance,Capture Samples,Collar Fate Info,Collar End Date,End Reason,Fate unknown?,Comment
rec-e9c2294f640742eabf5895d39b8fa453,EVGM106,Finn,,Grizzly Bear,M,4,,128,4AB31857-B9B3-49B2-B1D1-CA90166BCDE5.jpg; C2B6FD66-CF4A-4FF1-B60A-35E0D13DBAD7.jpg; AF300498-0F4C-41D5-AA62-5CCA104B93AB.jpg,Research,2020-09-19 8:46 AM,"Clayton Lamb, Laura Smit",,49.675294,-114.784455," [49.675294,-114.784455]",Michel fishing hole,Leg Snare,XZT,,500,0,"First dart missed (but dart didn’t depress, so we still have the drug), second dart (500 mg Zoletil, mixed as XZT) hit at 8:53 am. Bear went down quickly. Couldn’t find the second dart, but we felt up his shoulder and it seemed like the needle was not in the bear. ",No,"Caught in Clayton’s snare, Laura’s snare not sprung. ",No,"Caught on front right foot. Wrist looked great. No broken skin, minimal rubbing. ",No,,Vectronic ,Black,150.660,39690,4341A05D-B676-4F73-BEE0-7400057E379C.jpg; 36E8CA93-9D63-457B-8953-462BCED1AFBF.jpg; 4AB31857-B9B3-49B2-B1D1-CA90166BCDE5.jpg; C2B6FD66-CF4A-4FF1-B60A-35E0D13DBAD7.jpg; AF300498-0F4C-41D5-AA62-5CCA104B93AB.jpg,"2 layer Vectronic, pre-programmed to blow off in 1.25 years, and we’re happy with that. Drop off ID is 13870.",Yes,2021-12-19,4341A05D-B676-4F73-BEE0-7400057E379C.jpg; 4AB31857-B9B3-49B2-B1D1-CA90166BCDE5.jpg; C2B6FD66-CF4A-4FF1-B60A-35E0D13DBAD7.jpg; AF300498-0F4C-41D5-AA62-5CCA104B93AB.jpg,106,Black,106,Black,C2B6FD66-CF4A-4FF1-B60A-35E0D13DBAD7.jpg; AF300498-0F4C-41D5-AA62-5CCA104B93AB.jpg,58,173,158,,106,19.2,No,No,,,No,4341A05D-B676-4F73-BEE0-7400057E379C.jpg; 36E8CA93-9D63-457B-8953-462BCED1AFBF.jpg; 13A8851F-2A74-4F90-8AFC-2A31DD193EF4.jpg; 92CEB94D-7FFC-48F6-86CE-4523AECDE1F4.jpg; 4AB31857-B9B3-49B2-B1D1-CA90166BCDE5.jpg; C2B6FD66-CF4A-4FF1-B60A-35E0D13DBAD7.jpg; AF300498-0F4C-41D5-AA62-5CCA104B93AB.jpg,Seems to be more wear on his teeth than we would have expected for his weight.,29.59091770917438,125,,,,,No,
rec-8a6af8993d724af1bc54b4bd99485196,EVGF91,Rachel,cl-Rachel,Grizzly Bear,F,4,4,117,,Research,2020-09-05 10:00 AM,"Garth Mowat, Clay Wilson, Bruce McLellan","East Kootenay A BC, Canada",49.425490,-114.976480,"East Kootenay A BC, Canada [49.425490,-114.976480]",Upper Matheson,Helicopter,Telazol ,,1650,4000,"On September 1 (when they first tried to get Rachel), it was super windy and Garth missed her three times (twice with 3 vial darts and once with a 2 vial dart). On September 5 (when they tried again to get Rachel), the first dart (2.8 vials Zoletil) hit, and they topped her up by hand on the ground with 0.5 vials. Induction time = 20 minutes.",No,,No,,No,,Vectronic,Black,150.210,42580,,"Vectronic 6 layer (3 x 2 layer). Programmed to blow off in 208 weeks (almost 4 years), and we’re comfortable with that timeline. Blow off ID is 15503. ",Yes,2024-08-20,,91,Black,91,Black,,56,155,148,161,106,,No,No,,,No,,"Removed Followit collar 6484 and replaced it with Vectronic collar 42580. The rot off on her old collar was almost ripped half way through on the side closest to her head, so it seem likely that it would have rotted off. No photos because the iPad battery died and Garth recorded everything by hand. ",34.12807101977844,124,,,,,No,
rec-e1123bdd7863419c816b19c51c83ac21,EVGM100,Arthur,18883,Grizzly Bear,M,3,3,113,17E91865-A5EE-47C0-9D65-3BFDD8EA8C0C.jpg,Research,2020-09-01 11:34 AM,"Garth Mowat, Bruce McLellan, Clay Wilson",,50.243468,-114.867337," [50.243468,-114.867337]",North end of the Fording Mine.,Helicopter,Telazol ,,1500,0,First dart (3 vials of Zoletil in a 6 cc dart) hit.,No,Two big buffaloberry scats. ,No,,Yes,"Bruce said his old collar was a bit tight and had rubbed his neck. There was a little infection, but not so much that they were uncomfortable putting a new collar on him.",Vectronic,Black,150.030,42577,B714A9BA-57C5-41FE-A10D-04D1200DEA53.jpg,"Vectronic 3 layer, cut in almost 1 cm on each side. Pre-programmed to blow off in 117 weeks (2.25 years), but we want it off by next fall or end of spring 2022. Drop off ID is 15506.",Yes,2021-10-15,73FEA988-5576-436D-BBFA-1EDD6D52378E.jpg,100,Black,100,Black,,58,157,143,164,99,16,No,No,,,No,1F357E54-2B8F-4F11-8414-A689F48C4A95.jpg, Removed Followit collar 6641 and replaced it with Vectronic collar 42577. They fit his new collar so it was just tight enough that he wouldn’t be able to flip it off. He seemed like much more than 13% fat (so maybe the fatometer was not working properly). His temperature was 40.3 C.,13.25656802317891,84.40000000000001,,,,,No,
rec-5ef08effdc4f48ee9e727b7cf8fd4abb,EVGF97,Willow,12496,Grizzly Bear,F,11,,153,6281BDD1-B839-418D-A782-53D1AA6BC629.jpg,Research,2019-09-24 8:21 AM,"Clayton Lamb, Laura Smit",,49.355726,-115.000707," [49.355726,-115.000707]",Morrissey (NCC Meadow),Leg Snare,XZT,2,400,0,"First dart (2 ml) hit front right shoulder. She went down well, but had a twitch in her back left leg. ",No,"Captured on her back (left) foot. We’ve never had a back foot capture before, but she had been caught before and was likely stepping over the traps with her front feet.",No,,No,,Follow It,Black,150.790,6276,,Laura 6 layer (3 x 2 layer) with waterproof treatment. Programmed to blow off in 3 years.,Yes,2022-09-14,,97,Black,97,Black,,,171,154,,,,Yes,No,,,No,,We didn’t want to catch her again (first caught her September 14). We used all of the measurements from her original capture and we did fat this time because she was dry. ,35.65619250682865,118,,,,,No,
rec-f1750b9e64ea465a914df42d86dc44b1,EVGF104,Marilyn,cl-Marilyn,Grizzly Bear,F,4,5,85,0D0C8074-F4DE-4BC7-8BAE-851E207A5DEB.jpg; 83F644B1-6597-4B6A-80F6-AF587698009B.jpg,Research,2019-09-22 8:58 AM,"Clayton Lamb, Laura Smit",,49.657127,-114.729435," [49.657127,-114.729435]",Alexander Gun Range,Leg Snare,XZT,2,350,0,First dart (2 ml) hit her in the back inner thigh. She went down well. ,No,"Caught in Clayton’s snare. Laura’s snare sprung, but caught up on the black thing!",No,,No,,Follow It,Black,150.760,6275,8C7BD446-2D53-4412-8194-2A7D93C3F589.jpg,"Laura 4 layer with waterproof treatment (not cut). Programmed to blow off in 3 years, but we want it off by the summer of 2022. ",Yes,2022-07-01,22A6586D-0BF0-4F2D-8CE6-091B96311330.jpg,104,Black,104,Black,B0490019-4CC2-4868-89DC-4A37CD05132E.jpg; 2D1C3C9B-6870-4A71-BC11-14110278B03D.jpg,51,154,145,,82,17.1,No,No,,,No,65F60ADF-5D41-4C21-BDD0-2CCD000928F6.jpg,Temperature was good (37.7). Collar was sized to 58 cm (should allow a fair bit of growth over the next few years). Took a lower premolar. ,26.98503378199898,145,,,2020-06-07,Mortality,No,Marilyn died from natural causes on the east side of Erickson Ridge. 
rec-cc7a32188bde44d69b731c6d724a63aa,EVGM103,EVGM103,cl-EVGM103,Grizzly Bear,M,0,,29.6,EA94566A-1000-4694-915D-275C89FD0716.jpg,Research,2019-09-21 8:34 AM,"Clayton Lamb, Laura Smit, Jeff Piwek",,49.657835,-114.903634," [49.657835,-114.903634]",Hosmer Powerline Overpass,Leg Snare,XZT,0.5,75,150,"Jab stick with 0.5 ml. He went down well. Started to wake up (up on all fours) before we were done with Polly, so we didn’t reverse him. Had to get rid of about 0.3 of a vial of Zoletil because it was mixed with water in the jab stick and we didn’t need it all but we were not certain of the concentration of drug remaining in the jab stick. ",Yes,"His mum (Polly, EVGF102) was caught in the other snare and his sibling (another COY) was running free. ",Yes,Loose top right incisor. ,No,,,,,,,,No,,,,,103,Black,197893D8-EB60-4EB3-A89C-959B4CE19272.jpg,36,105,96,,60,12.6,No,No,,,No,100F4439-74D5-4592-9A76-E52FF52ECA15.jpg,He was waking up so we only tagged one ear. ,,,,,,,No,
rec-c89c3a40317b44bda68b63535ffe8320,EVGF102,Polly,17315,Grizzly Bear,F,10,10,112,23808B42-8476-4458-B3DD-68CDA4B1273C.jpg; CD93F330-DD7C-49D6-93E0-5CF4F962F91A.jpg,Research,2019-09-21 8:34 AM,"Clayton Lamb, Laura Smit, Jeff Piwek",,49.657812,-114.903573," [49.657812,-114.903573]",Hosmer Powerline Overpass ,Leg Snare,XZT,2.2,400,0,"First dart hit (2.2 ml). She ripped the dart out quickly, but the drug went in and she went down well. ",Yes,"2 x COY (EVGM103 was caught in the other snare, and 1 x COY was running free).",No,,Yes,"Her spine seemed a bit wonky, with a hard elevated bump about two thirds of the way down, but she seemed to move fine. ",Follow It ,Black,151.650,6057,CC81EBA9-9E99-4A1E-AFF4-F0700D6A9544.jpg,Laura 4 layer with waterproof treatment. Programmed to blow off in 3 years. ,Yes,2022-09-21,37E44BCB-3ACA-494C-A347-55F9463B51DF.jpg; D51AD055-4285-4603-B24B-0302AE8FBB32.jpg,102,Black,102,Black,0CEF3C4B-7698-4FBC-8B4B-FB70A468532B.jpg; 70C880C2-E6B0-46E8-AC84-51119BDFEE7D.jpg,58,162,152,,97,19,Yes,Yes,,,No,1A3679B1-228E-4179-A802-0F3712A48307.jpg,"She looked a bit haggard; she was thin (could really feel her spine, so we aren’t confident in the fat measure below) and covered in burrs. Broke both of the top premolars when trying to extract and she didn’t have any bottom premolars. ",26.42851678510222,117.5,,,,,No,
rec-3229286675d242f6bb3836694bca285d,EVGM101,Tommy,23838,Grizzly Bear,M,2,2,92.5,F0567D08-28DD-46A5-9532-472132132167.jpg,Research,2019-09-18 2:43 PM,"Clayton Lamb, Laura Smit",,50.220572,-114.882874," [50.220572,-114.882874]","Caught at Fording River Operations mine site (location above), then moved in the back of the truck to the bottom of the Dry Creek Road and released there.",Leg Snare,XZT,4.5,775,375,Missed first dart (2.2 ml). Hit second dart (2.2 ml). Topped up by hand (1 ml). Before moving gave 1.3 ml by hand. ,Yes,"This lighter coloured bear was caught in Clayton’s snare and his darker coloured brother (EVGM100, Arthur) was caught in Laura’s snare. This bear was in the snare before we had finished baiting the site! ",No,,No,,Vectronic,Black,150.660,39690,8458392A-69D6-405E-B299-56DB54088B37.jpg,"Vectronic 2 layer (not cut). Programmed to blow off in 117 weeks (2.25 years), but we want it off by the summer of 2021. Drop off ID is 13870.",Yes,2021-07-01,5A2B9718-8BB4-423D-A630-419F1322F6FD.jpg,101,Black,101,Black,7334962F-3578-4B50-A7A4-EC1978CE3DE4.jpg; CEC66352-E3A1-4716-8565-53DA6F5A8460.jpg,54,149,140,,91,16.5,No,No,,,No,EE7C649E-CF4C-47C8-A39B-009B89B7582A.jpg,"Bear looked to be in great shape. Nice teeth, good and fat. Didn’t do fat because we were pressed for time. These siblings have been around the mine for months and didn’t seem to have any fear of humans.",,,,,2020-07-02,Mortality,No,
rec-b93562fa1896459c8fb058498da92712,EVGM100,Arthur,18883,Grizzly Bear,M,2,2,94,FA7C778F-DBBD-4804-B566-519BCE74E2E7.jpg,Research,2019-09-18 2:43 PM,"Clayton Lamb, Laura Smit",,50.220642,-114.882924," [50.220642,-114.882924]","Caught at Fording River Operations mine site (location above), then moved in the back of the truck to the bottom of the Dry Creek Road and released there.",Leg Snare,XZT,3.5,600,0,First dart hit (2.2 ml). Topped up by hand (1.3 ml) before moving. ,Yes,"This darker coloured bear was caught in Laura’s snare and his lighter coloured brother (EVGM101, Tommy) was caught in Clayton’s snare. This bear was in the snare before we had finished baiting the site!",No,,No,,Follow It,Black,151.330,6641,55E9C94A-3800-4A3F-AFEC-D674D4FF60F1.jpg,"Laura 2 layer with waterproof treatment, cut a tiny bit on both sides. Programmed to blow off in 2 years, but we want it off by the summer of 2021. ",Yes,2021-07-01,03180E15-DC54-40D3-8EAB-FA56EDA1A1C0.jpg; F4989A3E-F1BE-4B1C-82A5-68EF08E89B55.jpg; FF7EF32B-A33F-4106-83EB-D7080FDA50DB.jpg,100,Black,100,Black,D9F61CA2-7C39-4FF6-BC44-CE542AD54FA1.jpg; 09C19146-FA1B-4300-B7AD-5A159A32FDBA.jpg,55.5,146,139,,90,17.1,No,No,,,No,85D52101-154E-4A5A-97B4-7E429A764EF6.jpg,"Bear looked to be in great shape. Nice teeth, good and fat. Didn’t do fat because we were pressed for time. These siblings have been around the mine for months and didn’t seem to have any fear of humans.",,,,,2020-09-01,Replaced,No,Captured him from the helicopter on 1 Sep 2020. Removed Followit collar 6641 and replaced it with Vectronic collar 42577.
rec-d4bc398fbe0f431393b94f919668f74f,EVGM77,Gums,3165,Grizzly Bear,M,24,27,176,A37C26BD-5A51-4013-AF06-511CAC8EEFD8.jpg; 57CA9694-AB71-477E-8201-5EB2152E23EC.jpg; 8C6DD1B8-F801-41A3-8AD3-E68ECB5807F7.jpg; 81A0B413-70CB-4580-B6C6-D9B6DF798872.jpg,Research,2019-09-16 10:36 AM,"Clayton Lamb, Laura Smit",,49.386715,-114.995371," [49.386715,-114.995371]",River Road Extension (Branch B),Leg Snare,XZT,3.3,600,0,First dart hit front left shoulder. Bear went down well. Finished Zoletil vial 19-511 and used Zoletil vial 19-510. ,No,Caught in Clayton’s snare. Laura’s snare not sprung. ,No,,Yes,"Lots of old wounds on his back and head (they had scabbed over but were still oozing a bit). His ears were beat up, especially his right one (it almost looked like it had turned inside out). He had almost no teeth and his tongue had a split in it. ",Follow It,Black,151.800,6052,F3D7EC92-7999-4657-937C-C654BB796462.jpg,Laura 5 layer (2 layer and 3 layer stacked) with waterproof treatment. Programmed to blow off in 2 years. ,Yes,2021-09-16,5E0FDDD6-157E-43DE-A0CA-6BB065D93461.jpg; EF321974-AEED-4E5D-87FB-BE5261775DC2.jpg,99,Black,99,Black,C25DE6B2-3F8A-4F6A-B825-4912E75251CD.jpg; CA3818CA-3699-49DD-AFED-648DDD1E4C29.jpg,66,183,168,,113,23.8,No,No,,,No,0FCAC805-2BA7-4B02-9D22-9339102E0DE3.jpg,"This bear is OLD! He has almost no teeth. Could not take a premolar to age because he didn’t have any. He didn’t have much fat on him (you could feel his vertebrae easily) and his skin seemed almost saggy. We thought it was a new bear who we named “Wayne” (EVGM99), but the genetics showed it was actually ""Gums"" (EVGM77).",16.19143181984209,76,,,2020-01-23,Connection failure,Yes,Last received data from this collar on 23 Jan 2020 at what looked like a den site. Troy couldn’t find the collar when he searched in June 2020.
rec-4b12d839f46b4dd5bc86ccff0eb037d1,EVGM98,Caleb,cl-Caleb,Grizzly Bear,M,3,3,106,0352E98A-C184-43DF-AAB8-88BD5A774828.jpg; 364CC266-F59C-4F18-B31C-F9A5DE1C5E08.jpg; C36947D7-C2F0-4B74-90D7-E2F733F9B7CC.jpg,Research,2019-09-16 8:50 AM,"Clayton Lamb, Laura Smit",,49.355578,-115.000682," [49.355578,-115.000682]",Morrissey (NCC Meadow),Leg Snare,XZT,2.2,400,0,First dart (2.2 ml) hit high on front right shoulder. Bear went down well. Started Zoletil vial 19-511.,No,Caught him in Clayton’s snare on his front right foot (snare was over his pads). Laura’s snare not sprung. ,No,,Yes,"Front left leg has been previously broken and healed in such a way that the movement was limited. Broken top left canine, but it was smoothed off (not recent). ",Vectronic,Black,150.520,39689,FA4B3F92-7EC0-40F7-866A-B8838DA54A45.jpg; 65A8D28B-5769-4877-8776-89DE342B4EE7.jpg; 54F7EE12-5BDA-4D14-A294-C7103621A4D3.jpg; 0352E98A-C184-43DF-AAB8-88BD5A774828.jpg; 364CC266-F59C-4F18-B31C-F9A5DE1C5E08.jpg; C36947D7-C2F0-4B74-90D7-E2F733F9B7CC.jpg,"Vectronic 3 layer (2 x 2 ply, but cut one layer in half). Programmed to blow off in 117 weeks (2.25 years), but we want it off by summer 2021. Drop off ID is 13871.",Yes,2021-07-01,364CC266-F59C-4F18-B31C-F9A5DE1C5E08.jpg,98,Black,98,Black,FA4B3F92-7EC0-40F7-866A-B8838DA54A45.jpg; 65A8D28B-5769-4877-8776-89DE342B4EE7.jpg; 54F7EE12-5BDA-4D14-A294-C7103621A4D3.jpg; 76584B52-6F5A-4929-934B-942C65722D89.jpg; 0352E98A-C184-43DF-AAB8-88BD5A774828.jpg; 364CC266-F59C-4F18-B31C-F9A5DE1C5E08.jpg; C36947D7-C2F0-4B74-90D7-E2F733F9B7CC.jpg; EE831AAA-B451-4117-A4FD-21D5BECAF470.jpg,55,163,151,,88,17.9,No,No,,,No,FA4B3F92-7EC0-40F7-866A-B8838DA54A45.jpg; 65A8D28B-5769-4877-8776-89DE342B4EE7.jpg; 0352E98A-C184-43DF-AAB8-88BD5A774828.jpg; 364CC266-F59C-4F18-B31C-F9A5DE1C5E08.jpg; C36947D7-C2F0-4B74-90D7-E2F733F9B7CC.jpg,"58 cm collar, 7 holes from the rot-off (2nd hole from the end). Could ALMOST get this over his head, but with his busted left arm, we don’t think he could work it off. ",26.53483572456404,126.5,,,2020-09-29,Rotted,No,
rec-f5a097dea78742f784f8c4bb7ba5fe71,EVGF97,Willow,12496,Grizzly Bear,F,11,,153,2808D176-F81C-4FAF-9CE4-89508820DE6E.jpg,Research,2019-09-14 8:33 AM,"Clayton Lamb, Laura Smit, Stu Clow",,49.355679,-115.000691," [49.355679,-115.000691]",Morrissey (NCC Meadow),Leg Snare,XZT,2.5,500,0,"First dart (2.5 ml) hit in the front shin. Didn’t go down right away, but did go down hard. Used remainder of vial 18-050 and started vial 19-236. ",No,"She tore up the site and turned it into a mud hole. Laura’s snare was sprung, but we caught her in Clayton’s snare. ",No,,No,,Follow it,Black,150.790,6276,DBA0FF97-0F9B-4EA9-86E9-EA2B39875368.jpg,Laura 6 layer (3 x 2 layer) with waterproof treatment. Programmed to blow off in 3 years.,Yes,2022-09-14,E5F47310-4939-486E-BFE5-9222A6414E1A.jpg,97,Black,97,Black,CE8DBAC1-8B2A-4849-AA06-4CF6AFD0DB2B.jpg; 89373E1A-D19F-4429-941A-6580A604FE9B.jpg,61.5,171,154,,107,19.8,Yes,No,,,No,F942FCEF-E535-4E80-8645-E4B3F0A6E9DA.jpg; F275020A-A593-4294-9FEA-39AB11D58A33.jpg,"Did not take a tooth because she had no premolars (all 4 are gone). Didn’t do fat because she was soaking wet and it was raining, but she seemed to be in really good shape and had a full gut.",,,,,2019-09-24,Recaptured,No,"Caught her again at Morrissey (NCC Meadow), but didn’t change her collar. "
rec-3ecfe407fafa42a88d82ada261d08003,EVGF96,Elaine,10826-c,Grizzly Bear,F,15,16,113,554550B0-240E-49F8-9608-5CFBF6A03DAF.jpg; 2184B7DC-556E-47CD-878A-EBDD7E3DA90E.jpg; 8EF5442E-3DD5-4837-A954-2837E0354954.jpg; A2524B73-0D0A-4A37-89A6-3477CD5B0E6F.jpg,Research,2019-09-13 10:22 AM,"Clayton Lamb, Laura Smit",,49.579025,-115.027283," [49.579025,-115.027283]",Hartley Lake Road,Leg Snare,XZT,4,800,0,"First dart hit (2.5 ml), then topped up by hand with 1.5 ml. Vials 18-049 and part of 18-050. ",No,Caught her in Clayton’s snare. Good catch. Just a bit of rubbing by the snare on her wrist. She didn’t make it to the bait or to Laura’s snare. ,No,,Yes,"Her tail is gone (see photos). The wound is not super recent, but it is not yet fully healed.",Vectronic,Black,150.540,39688,FEAB982E-8062-47E0-9DAF-48079085117A.jpg,Vectronic 6 layer (3 x 2 layer). Programmed to blow off in 208 weeks (almost 4 years). Blow off ID is 13869. ,Yes,2023-09-10,8A391784-3B14-45C7-9475-9613BD7F9C6D.jpg,96,Black,96,Black,4036F355-B50E-49F2-8A4F-93EA41F99E6C.jpg; 1E9A41B7-7414-47FB-85B3-DFBDD46C1F59.jpg,56,170,147,,97,18.5,No,No,,,No,B048996E-11D7-451B-A5E6-687AA6C8FCEA.jpg,"Teeth very worn (almost no top incisors). She has no tail (see photos)! 65 cm collar in 4th hole from the rot off. Didn’t do fat (too wet), but she’s in good shape. Can only feel backbone when pushed down quite hard. Looks to have lots of fat deposited over rump. Matson’s aged the tooth at 12-14 (B) and chose 12 years old, with no aging notes. When we genotyped Elaine’s live capture sample, we saw that she had been detected in Apps’ 2003 inventory, so she was at least 16 years old when we caught her.",,,,,,,No,
rec-32e1d61c2b2b48088b1ce5cefdce76ef,EVGF95,Amelie,cl-Amelie,Grizzly Bear,F,15,,110,7F0BA42E-DFB9-44D8-9C0E-7A84DC42D229~L0~001.jpeg,Research,2019-08-23 4:51 PM,"Bruce McLellan, Clay Wilson, Garth Mowat","East Kootenay C BC, Canada",49.428901,-115.216915,"East Kootenay C BC, Canada [49.428901,-115.216915]",Sand Creek (northwest face),Helicopter,Zoletil,,1500,,First dart (2 vials) hit on right butt cheek. Bear went down hard. Topped up twice by hand on the ground (1 vial total; 0.5 vial and 0.5 vial). ,Yes,2 x COY (both in good shape),Yes,5 cm cut under her left eye (she fell on a stick). Vet sewed it up with 6 large stitches (see photo). ,No,,Follow It,Black,151.570,6053,B08AD3D5-CC21-47B1-8248-CDDB51DB1D70.jpg,Laura 4 layer (2 x 2 layer) with waterproof treatment. Programmed to blow off in 3 years. ,Yes,2022-08-23,CFE45447-03E1-4BAA-BE72-4EF1400D2424.jpg,,,402,Red,,59,163,147,,98,,Yes,Yes,,,No,9093579A-BC42-4E06-B481-04BCE934B1A8.jpg,Old fatometer = R98/XC10. Did not take a tooth. Two big huckleberry poops. ,15.85090634679823,98,,,,,No,
rec-04c061a3378341839019ee9dfb554bdc,EVGF82,Cali,cl-Cali,Grizzly Bear,F,10,10,,B924F45A-A4FE-4715-9FF9-E1B886FB79B4~L0~001.jpeg,Research,2019-08-23 3:48 PM,"Clay Wilson, Garth Mowat, Bruce McLellan","East Kootenay A BC, Canada",49.350158,-115.047819,"East Kootenay A BC, Canada [49.350158,-115.047819]",Tunnel Creek,Helicopter,Zoletil,,1500,,Dart (3 vials) hit high on right butt cheek. ,Yes,1 x COY,Yes,3 cm gash on right rear heel pad. ,No,,Follow It,Black,151.400,6003,0D9D0EC9-2D8A-4EFE-8EEA-DAD97538C515~L0~001.jpeg,Laura 6 layer (3 x 2 layer) with waterproof treatment. Programmed to blow off in 3 years. ,Yes,2022-08-23,636D1F9D-CE39-4122-9F3E-40ECB6935F9E~L0~001.jpeg,82,Black,82,Black,,58,157,,169,99,,Yes,Yes,,,No,,Body condition = 2. Had a huckleberry poop (see photo). Didn’t do fat. Removed Followit collar 6485 (as it had stopped working) and replaced it with Followit collar 6003. ,,,,,,,No,
rec-83f68d6d137b4f5cb7beabb55461538f,EVGF94,JimmySis,23937,Grizzly Bear,F,2,,45.8,4D9D2750-B430-4C59-BA06-2980319C92FA.jpg; AA185B62-2EBB-43EC-B9C5-8B8C1FD1D054.jpg,Research,2019-05-09 3:14 PM,"Pat Stent, Garth Mowat, Clay Wilson",,49.983083,-114.888387," [49.983083,-114.888387]",600 m SE of EVGF93 (JimmyMom),Helicopter,Zoletil,,2000,,4 vials,Yes,Jimmy (EVGM90) and JimmyMom (EVGF93) present. ,No,,No,,Follow It,Black,151.330,6641,67F64998-7B07-4D2A-BC71-A883E9614ECF.jpg,Laura 2 layer with waterproof treatment. Pre-programmed to blow off in 2 years. ,Yes,2021-05-09,443FEB80-ADB6-4D8D-A445-590F0CBEB8A1~L0~001.jpeg,94,Black,94,Black,75435BF6-2834-45C0-B60A-84C9B6C7B7E6~L0~001.jpeg,43.2,136,118,146,84,14.5,No,No,,,No,EF63132D-A531-437E-BDEA-16591479026A.jpg; 8A6EC1CB-C7EF-4FF6-84B2-706D496858A7.jpg,"They didn’t take a tooth. When we caught Jimmy in Sep 2018, we thought he was 2 (based on weight), but in spring 2019 JimmySis was only 46 kg (tiny!) so we didn’t think she could be 3. Matson’s aged Jimmy’s tooth at 1-2 (B) but they chose 1, so it makes most sense that Jimmy was 1 in 2018, which means JimmySis was 2 in 2019.",,,,,2019-05-10,Slipped,No,
rec-ac60cfbeaca14a0ba3ae908e20bc692f,EVGF93,JimmyMom,11478,Grizzly Bear,F,15,13,107.4,89C31B20-1395-408A-A44B-67B8C069DE16.jpg; 2A14F851-6C65-452A-A544-DAEAF34141C8.jpg; 5145A42F-2139-4EEF-B38E-A287CA703784.jpg,Research,2019-05-09 2:05 PM,"Clay Wilson, Pat Stent, Garth Mowat","East Kootenay A BC, Canada",49.982987,-114.888396,"East Kootenay A BC, Canada [49.982987,-114.888396]",Selective cutblock. ,Helicopter,Zoletil,,1000,,2 vials,Yes,Jimmy (EVGM90) and JimmySis (EVGF94) were with her. ,No,,No,,Follow It,Black,151.260,6640,,Laura 4 layer (2 x 2 layer) with waterproof treatment. Pre-programmed to blow off in 4 years. ,Yes,2023-05-09,78137AA9-B5C7-4BA2-A599-91D006D4F7B0.jpg,93,Black,93,Black,70B3EF6E-A3E0-4325-885B-A693473EFF1D.jpg,62,155,142,172,98,18.1,Yes,No,,,No,90908792-D89D-4A3B-9D25-638458DC510E.jpg; CAA43E96-6485-4995-A434-B49E8237688A.jpg; 8470A869-65E6-444C-B900-2A4579D522DB.jpg,Blind in left eye; body condition = 2. ,21.79701553737652,101.9,,,2020-02-01,Slipped,No,"The collar last sent data on 2 November 2019, and the collar was emitting the mortality signal from her den site during the cub flight on 25 May 2020. Troy retrieved this collar, and it had fallen off due to a hardware failure."
rec-908afe99906a47b696ebe88d13587695,EVGF92,Bubbles,21248,Grizzly Bear,F,10,8,,13DB5B12-1708-4E58-877E-1F50BD3F59F7.jpg; 11788311-05AC-4CA3-B280-5486543A7721.jpg,Research,2019-05-09 11:48 AM,"Garth Mowat, Pat Stent, Clay Wilson",,49.601459,-114.959455," [49.601459,-114.959455]",East of Hosmer - Canwell property,Helicopter,Zoletil,,2500,,1st dart = 3 vials Zoletil in 6cc dart. 2nd dart = 2 vials Zoletil in 4cc dart. ,Yes,Bubbles’ COY and Monica were present. ,Yes,Almost drowned. Used CPR to bring her back. ,No,,Follow It,Black,151.380,6642,,Laura 4 layer (2 x 2 layer) with waterproof treatment. Pre-programmed to blow off in 4 years. ,Yes,2023-05-09,C3C13224-4545-4B61-B62F-06407358D689.jpg,92,Black,92,Black,7B18A8F7-DCC3-4878-85C3-6ADF4C71B977.jpg,58,162,130,173,95.5,18.7,Yes,Yes,1.6,0.4,No,50C0FB8F-841A-4DAC-8D43-9F366FEFAB11.jpg; 00A863F9-25AE-4AFE-B60D-110C725B62F4.jpg,1 COY and Monica were with Bubbles. Nearly drowned in creek. Body condition = 2-2.5.,,,,,2020-06-06,Connection failure,No,Collar was double beeping during the capture flight in September 2020.
